gene,term,description,domain
CHAFR746836.1.1_0079920.1,GO:0006184,GTP catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079920.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079920.1,GO:0006913,nucleocytoplasmic transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079920.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079920.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079920.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0079920.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079920.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0079940.1,GO:0043086,negative regulation of catalytic activity,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079940.1,GO:0042802,identical protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079940.1,GO:0004252,serine-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079940.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079950.1,GO:0016884,carbon-nitrogen ligase activity, with glutamine as amido-N-donor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079980.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079980.1,GO:0004497,monooxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079980.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079980.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079980.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079990.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0079990.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0079990.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0079990.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080030.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080030.1,GO:0030170,pyridoxal phosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080030.1,GO:0009058,biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080110.1,GO:0003697,single-stranded DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080110.1,GO:0006260,DNA replication,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080130.1,GO:0004363,glutathione synthase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080130.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080130.1,GO:0006750,glutathione biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080130.1,GO:0016874,ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080140.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080140.1,GO:0004386,helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080140.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080140.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080150.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080160.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080170.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080190.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080190.1,GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080190.1,GO:0006694,steroid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080190.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080200.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080200.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080210.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080210.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080210.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080210.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080220.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080220.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080220.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080220.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080220.1,GO:0004497,monooxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080240.1,GO:0008168,methyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080240.1,GO:0008171,O-methyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080250.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080250.1,GO:0006812,cation transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080250.1,GO:0019829,cation-transporting ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080250.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080250.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080250.1,GO:0005388,calcium-transporting ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080250.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080250.1,GO:0070588,calcium ion transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080250.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080280.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080280.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080310.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080310.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080310.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080310.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080340.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080340.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080350.1,GO:0016765,transferase activity, transferring alkyl or aryl (other than methyl) groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080360.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080360.1,GO:0004252,serine-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080370.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080370.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080370.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080410.1,GO:0008080,N-acetyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080420.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080420.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080420.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080420.1,GO:0016706,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080450.1,GO:0035556,intracellular signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080450.1,GO:0004435,phosphatidylinositol phospholipase C activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080450.1,GO:0006629,lipid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080450.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080450.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080450.1,GO:0005509,calcium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080450.1,GO:0008081,phosphoric diester hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080470.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080470.1,GO:0007264,small GTPase mediated signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0006913,nucleocytoplasmic transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080470.1,GO:0006184,GTP catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080470.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0080470.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080490.1,GO:0010181,FMN binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080490.1,GO:0051536,iron-sulfur cluster binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080490.1,GO:0050661,NADP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0051539,4 iron, 4 sulfur cluster binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0009337,sulfite reductase complex (NADPH),CELLULAR_COMPONENT
CHAFR746836.1.1_0080490.1,GO:0004783,sulfite reductase (NADPH) activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080490.1,GO:0008652,cellular amino acid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080500.1,GO:0008131,primary amine oxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080500.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080500.1,GO:0048038,quinone binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080500.1,GO:0009308,amine metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080500.1,GO:0005507,copper ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080510.1,GO:0016788,hydrolase activity, acting on ester bonds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080510.1,GO:0006629,lipid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080510.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080530.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080530.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080540.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080540.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080550.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080560.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080600.1,GO:0008483,transaminase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080600.1,GO:0006520,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080600.1,GO:0030170,pyridoxal phosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080600.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080600.1,GO:0009058,biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080610.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080620.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080620.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080630.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080630.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080630.1,GO:0051287,NAD binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080640.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080650.1,GO:0006821,chloride transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080650.1,GO:0005247,voltage-gated chloride channel activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080650.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080650.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0080650.1,GO:0030554,adenyl nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080650.1,GO:0005216,ion channel activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080650.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080650.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080660.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080670.1,GO:0046982,protein heterodimerization activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080670.1,GO:0043565,sequence-specific DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080670.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0080730.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080730.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080750.1,GO:0019722,calcium-mediated signaling,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080770.1,GO:0016208,AMP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080770.1,GO:0003987,acetate-CoA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080770.1,GO:0019427,acetyl-CoA biosynthetic process from acetate,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080770.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080770.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080790.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080800.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080810.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080810.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0080810.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080810.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080840.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080840.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080850.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080850.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080870.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080870.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080870.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080890.1,GO:0048038,quinone binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080890.1,GO:0005507,copper ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080890.1,GO:0009308,amine metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080890.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080890.1,GO:0008131,primary amine oxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080900.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080920.1,GO:0009116,nucleoside metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080930.1,GO:0048037,cofactor binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080930.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080930.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080940.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080940.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080990.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080990.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0080990.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0080990.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081010.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081010.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081010.1,GO:0009063,cellular amino acid catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081020.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081060.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081060.1,GO:0031369,translation initiation factor binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081060.1,GO:0006413,translational initiation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081060.1,GO:0005852,eukaryotic translation initiation factor 3 complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0081060.1,GO:0003743,translation initiation factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081060.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081090.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081090.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081090.1,GO:0005840,ribosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0081100.1,GO:0008977,prephenate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081100.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081100.1,GO:0004665,prephenate dehydrogenase (NADP+) activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081100.1,GO:0006571,tyrosine biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081110.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081110.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081110.1,GO:0005840,ribosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0081130.1,GO:0031177,phosphopantetheine binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081130.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081130.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081140.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081140.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081140.2,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081140.2,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081150.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081170.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081170.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0081180.1,GO:0031177,phosphopantetheine binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081180.1,GO:0016740,transferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081180.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081180.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081210.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081210.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081210.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081210.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081250.1,GO:0022891,substrate-specific transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081250.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081250.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0081250.1,GO:0022857,transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081250.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0081250.1,GO:0005215,transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081250.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081260.1,GO:0046373,L-arabinose metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081260.1,GO:0046556,alpha-N-arabinofuranosidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081260.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081260.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081290.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081290.1,GO:0006281,DNA repair,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081310.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0081310.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081320.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081320.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081320.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081320.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081340.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081350.1,GO:0030170,pyridoxal phosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081350.1,GO:0006520,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081390.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081400.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081410.1,GO:0004601,peroxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081410.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081410.1,GO:0006979,response to oxidative stress,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081410.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081440.1,GO:0008536,Ran GTPase binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0081440.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0081440.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0000240.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0000240.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0000240.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0000240.1,GO:0016887,ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0000240.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0003770.1,GO:0006470,protein dephosphorylation,BIOLOGICAL_PROCESS
